f1,accuracy,precision,recall,roc_auc,tn,fp,fn,tp,brier_score,test_rows,test_cancellations,test_cancellation_rate,threshold
0.7505917419128605,0.760874133221265,0.6541870415647921,0.8803207896360271,0.8759767359095759,9543,4526,1164,8562,0.16000731171946067,23795,9726,0.40874133221264974,0.5
